# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0001 chromosomal replication initiator protein DnaA (dnaA) {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
# Query: BA_0042 small, acid-soluble spore protein (sspF) {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0042	BG10108	77.97	59	12	1	1	59	1	58	1e-20	90.9
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0043 4-diphosphocytidyl-2C-methyl-D-erythritol kinase (ispE) [2.7.1.148] {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0043	BG10109	73.01	289	78	0	1	289	1	289	9e-123	 432
BA_0043	BG10462	22.54	213	138	7	60	252	56	261	9e-05	40.8
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0044 pur operon repressor (purR) {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0044	BG10110	67.29	269	88	0	1	269	1	269	4e-103	 367
BA_0044	BG11079	30.71	127	87	1	111	236	31	157	6e-12	64.7
BA_0044	BG12568	29.73	111	75	2	131	241	49	156	9e-08	50.8
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0045 hypothetical protein {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0046 putative endoribonuclease L-PSP {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0046	BG10111	76.42	123	29	0	2	124	3	125	6e-50	 189
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0047 stage V sporulation protein G (spoVG) {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0047	BG10112	90.72	97	9	0	1	97	1	97	3e-47	 179
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0048 UDP-N-acetylglucosamine pyrophosphorylase (gcaD) [2.7.7.23] {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0048	BG10113	71.93	456	128	0	1	456	1	456	0.0	 674
BA_0048	BG13301	28.30	159	79	8	293	448	94	220	6e-05	42.4
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0049 ribose-phosphate pyrophosphokinase (prsA) [2.7.6.1] {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0049	BG10114	85.49	317	46	0	1	317	1	317	4e-153	 533
BA_0049	BG10707	25.43	173	111	5	146	311	283	444	4e-05	42.4
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0050 peptidyl-tRNA hydrolase (spoVC) [3.1.1.29] {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0050	BG10116	67.74	186	60	0	1	186	1	186	6e-77	 279
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0051 conserved hypothetical protein {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0051	BG10117	50.68	73	34	2	4	74	4	76	3e-16	76.3
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0052 transcription-repair coupling factor (mfd) {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0052	BG10118	68.64	1167	366	0	10	1176	10	1176	0.0	1605
BA_0052	BG13399	37.22	403	237	5	596	988	229	625	4e-70	 260
BA_0052	BG10502	22.19	320	226	7	14	311	21	339	5e-19	90.5
BA_0052	BG10502	26.61	109	73	2	860	961	471	579	1e-05	45.8
BA_0052	BG10395	25.15	334	202	14	654	964	149	457	2e-09	58.5
BA_0052	BG11963	20.87	254	175	5	609	841	253	501	2e-08	55.1
BA_0052	BG12085	21.36	337	227	14	653	960	61	388	2e-05	45.1
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0053 stage V sporulation protein T (spoVT) {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0053	BG10119	76.97	178	41	0	1	178	1	178	4e-78	 283
BA_0053	BG10100	68.63	51	15	1	1	51	3	52	1e-13	69.3
BA_0053	BG10988	54.90	51	22	1	1	51	1	50	2e-10	58.9
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0054 stage V sporulation protein B, putative {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0054	BG10120	40.55	513	291	6	10	519	13	514	5e-109	 388
BA_0054	BG13856	25.67	526	363	9	11	513	7	527	9e-45	 174
BA_0054	BG10778	24.95	521	362	11	7	516	4	506	4e-36	 145
BA_0054	BG13323	20.09	463	326	11	9	457	4	436	1e-13	71.2
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0055 tetrapyrrole methylase family protein-MazG family protein {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0055	BG10121	60.57	487	191	1	1	486	1	487	1e-176	 612
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0056 S4 domain protein {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0056	BG10122	82.14	84	15	0	1	84	1	84	2e-35	 139
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0057 sporulation protein YabP (yabP) {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0057	BG10123	65.69	102	33	1	1	102	1	100	2e-35	 140
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0058 spore cortex biosynthesis protein YabQ (yabQ) {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0058	BG10124	46.08	204	96	3	1	197	1	197	4e-45	 174
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0059 cell division protein DivIC (divIC1) {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0059	BG10125	47.93	121	54	4	5	119	5	122	1e-21	94.7
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0060 S1 RNA binding domain protein {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0060	BG10126	71.88	160	13	2	1	160	1	128	1e-55	 208
BA_0060	BG12363	54.65	86	38	1	4	88	6	91	1e-19	89.0
BA_0060	BG11491	46.99	83	42	1	3	83	620	702	2e-14	72.0
BA_0060	BG11005	48.65	74	36	2	2	74	184	256	2e-13	68.2
BA_0060	BG11005	36.26	91	56	2	3	92	270	359	2e-11	61.6
BA_0060	BG11005	34.33	67	43	1	4	69	14	80	2e-04	38.5
BA_0060	BG14065	32.20	118	58	4	4	107	626	735	2e-11	62.0
BA_0060	BG12096	40.54	74	43	1	3	75	646	719	6e-09	53.5
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0061 stage II sporulation protein E (spoIIE) [3.1.3.16] {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0061	BG10127	57.16	782	331	3	6	786	38	816	0.0	 903
BA_0061	BG11057	22.67	322	223	9	463	775	30	334	2e-12	67.8
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0062 tRNA(Ile)-lysidine synthetase (tilS) [6.-.-.-] {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0062	BG10130	47.65	447	228	4	6	448	1	445	7e-120	 424
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0063 hypoxanthine phosphoribosyltransferase (hpt1) [2.4.2.8] {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0063	BG10131	78.89	180	38	0	1	180	1	180	3e-80	 290
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0064 cell division protein FtsH (ftsH) [3.4.24.-] {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0064	BG10132	80.38	637	120	2	1	633	1	636	0.0	1008
BA_0064	BG13216	31.30	230	130	6	196	424	221	423	2e-20	94.4
BA_0064	BG11039	30.65	186	97	9	164	333	58	227	3e-08	53.9
BA_0064	BG10967	44.07	59	31	2	194	250	51	109	7e-07	49.3
BA_0064	BG11387	37.18	78	43	3	198	269	112	189	4e-05	43.5
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0065 transcriptional activator, putative, Baf family {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0065	BG10133	75.46	216	53	0	1	216	1	216	2e-98	 351
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0066 chaperonin, 33 kDa (hslO) {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0066	BG10134	62.11	285	107	1	3	287	2	285	6e-103	 367
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0067 cysteine synthase A (cysK1) [2.5.1.47] {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0067	BG10136	82.08	307	54	1	1	306	2	308	3e-142	 497
BA_0067	BG13872	58.25	309	125	2	1	305	2	310	5e-98	 350
BA_0067	BG12290	42.30	305	174	2	1	304	1	304	4e-68	 251
BA_0067	BG10461	24.67	304	195	9	12	294	27	317	7e-14	71.2
BA_0067	BG10673	22.48	307	212	8	1	290	17	314	1e-10	60.8
# BLASTP 2.2.13 [Nov-27-2005]
# Query: BA_0068 para-aminobenzoate synthase, component I (pabB) [6.3.5.8] {Bacillus anthracis Ames}
# Database: BG.prot.faa
# Fields: Query id, Subject id, % identity, alignment length, mismatches, gap openings, q. start, q. end, s. start, s. end, e-value, bit score
BA_0068	BG10137	57.26	468	197	3	1	465	1	468	3e-154	 538
